"","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","Cancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","Cancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer","NonCancer"
"ENSG00000100906",5.27738882384277,-0.85090169318646,3.77309447240348,4.136642501803,2.56221962983063,3.30247118099407,0.521660618341981,3.58496969244233,0.986218367114011,2.27646745172493,4.88403156451873,3.00030168401806,3.06699273897183,6.2499165894456,2.60111427539254,2.52438692589242,2.2775153074622,3.18576838609766,5.48354256686349,-0.541818279121883,2.90531322027876,6.33620675106386,8.3716936244735,8.60642226807271,3.64088637472665,4.3317387920892,4.96125877170957,3.12075115025663,4.57899933299439,4.04618055911489,4.84801000140931,4.87266796406949,6.31590762561877,4.9007871873395,5.52724393422243,6.029178295568,4.76143286434723,6.08438852870169,4.42279804562102,3.98030627681167,5.13582273115516,5.57814401192198,5.7907045520946,5.12319420037478,3.69773232680057,3.67732115490573,4.14441346406134,3.10453716629405,0.0765714028760524,1.26458940430742,3.06864642987805,4.15036422787263,2.57606292026262,4.68289183983181,2.51176483579113,4.49275637615046,3.32246154729585,3.09202756471045,4.57260678588645,3.18440538654768,4.93068762117188,3.58190443098472,6.23836180700782,1.26016900043697,1.1020003260617,4.83450386929828,7.76402218034994,4.47436681394897,4.19412584459941,3.94469576434089,2.23230932199574
"ENSG00000100911",7.45684400009786,7.78693070896049,7.39758533731128,5.94674280059942,7.15437763195599,7.6337776081973,5.4077926537837,6.15008738176662,5.71024490557272,7.01438187528468,5.51602759908339,7.43536875425616,6.81873368581843,7.34176811678334,5.30537570448604,4.45038634444864,5.19080367426886,5.56854203620555,-2.56630598258707,2.26553664293572,4.0428167440287,7.21433474753485,8.81292425685734,8.45757884569654,7.00163371850454,7.29416311063964,7.82242209366096,7.38708063565201,6.43441371111182,6.479139966391,6.08051954022965,7.93055330428531,8.38023520072297,7.85325881725692,7.07098377221708,8.16564053811727,6.68389626387621,7.68147458850533,7.93713074923764,6.4361888283679,7.64316433475384,7.87329277569374,8.8653532577636,8.00526847581209,7.52176599000481,4.40080351970831,6.60327224368341,5.96412204712421,4.96734233312129,6.64120814072819,7.08656833787531,6.87632346238182,6.70369619998849,7.85439528239535,7.76260983261701,6.27702768509502,5.61596123385669,7.35004389577762,6.8044934954217,7.42669736532183,5.64320017161355,7.27147633848066,7.34031001463413,7.58625272481564,4.45249757314583,7.2976778896214,7.42735754220568,5.99020495401531,6.71850219245953,4.40909934094072,3.8172718227169
"ENSG00000100934",5.92670173597398,7.13209188150785,5.58806257857096,6.56245983983509,5.94626943662579,5.64927394452046,-0.700731802994467,7.03577530606403,6.95694057459176,6.24285905908211,5.64110473213351,5.80765660607566,5.00189771074995,-1.72162696450517,7.22089154670886,1.78742133172621,6.42047326130424,6.85514409224048,7.84414536891693,6.55621380383864,0.583385125391399,6.53187107330505,1.76265698877349,2.2368823162221,1.31895827983929,6.26096571767582,4.85816527874547,4.53138347041547,2.50264844686428,1.47271369723156,4.68251997130734,1.12092701722289,5.71727018800054,3.84633940331712,4.50677983166272,4.29982588551167,5.60195465034003,5.27246087685426,4.82333597520475,4.9206000306874,5.56112856588783,5.47505051895788,5.37880676034632,4.90638281130163,7.57752926152682,6.82470358769695,3.85210413585203,5.88505047613301,5.52503190369235,5.4704937028553,5.28945260032255,6.53109367637618,6.64988315355429,6.98478218148263,5.77710940231213,5.02327109284924,7.28458166362476,6.04725769459043,5.34312493976369,5.14376340205033,6.81394698739929,6.37917053541874,6.36540099559696,6.3179524970226,5.93994356795272,7.42905241884864,5.53300258166079,6.60147873185231,6.33248076704085,6.64934363823437,6.40644657472497
"ENSG00000100938",5.98365762078606,5.41588484750844,4.9489443078029,5.55887550248605,4.60486396723912,5.28670386513576,6.40430366770382,6.02491976168666,6.7824897900426,5.28592778097399,5.4377226035836,4.72965409407439,5.6088865178011,-0.136664463784018,5.83589042118482,6.0353488451698,6.36497814871253,5.78178607532781,-0.981343481865911,4.10203791065284,5.10694708144841,4.68528098796435,4.4716082067701,6.03880335222908,5.32713221128499,5.47295820982101,3.86577846285534,6.29067615169894,3.95636641430718,7.31041671015844,6.79185282236612,6.08058808808658,5.68952519751763,5.43130190403828,4.73504881933583,4.44421579484685,4.37956222900358,5.39531762463979,5.31292042784865,5.21379640703145,5.56112856588783,4.80762585804475,5.65225778212545,4.74132356503114,4.05282728562313,5.78243786071994,6.41504033024319,6.26408302195636,4.27296861567956,5.86585371735768,6.809490983664,3.89882546087667,6.11708207339617,4.7657487722361,5.76163799354969,4.92109069804276,5.90154748168034,3.70869892515895,5.68341357177239,5.22393375073431,4.33965060604104,6.39927810886731,5.73837443530926,5.80290326576882,5.34992783950528,5.38891730665983,5.21382509778946,5.60726108444632,4.7475182663197,5.29196670734272,4.5542374168831
"ENSG00000100941",4.71502775205875,2.42211680121996,3.77309447240348,3.33408856600922,3.5907887820274,4.56026893846172,1.96223320972796,2.8636857205084,4.36868800393642,2.88652093340891,3.19409950419603,3.70657048096135,3.22745741116508,8.09055034100927,1.20256489890227,5.93037928556825,3.49990772879864,3.821612055821,6.36147197949527,-0.541818279121883,2.16834762611255,6.39928543368724,6.39760762532632,6.3421016282766,5.53900676070744,5.25288337137796,6.06741232402499,3.54455885916321,0.786441412864868,4.31880101377788,5.07141733312239,4.46809240360927,5.06911386079219,5.43130190403828,5.71734681760238,7.27106689253025,5.35753592267359,7.74060971259267,6.62443190679068,6.30223437169903,6.48227314517659,6.75725233552963,6.83252472778923,5.71929725870114,2.17835816770699,1.71048801884093,2.49503423484441,3.27962387285214,2.73953641559848,3.41986762978533,3.02355854034951,4.00475890562573,3.21760894935014,2.90019897200848,3.15709995449177,3.64475946959551,2.82289053780534,3.74992158788546,2.88724238820746,4.21087759790887,3.70829519983543,4.88256390911843,5.28000950436632,3.23215462426737,3.42392842094906,3.65007929816086,4.60810403690151,2.34191651792532,3.54204914801972,2.03323243894255,2.84236280367973
"ENSG00000100979",4.82992984687155,5.62483173777994,4.57279582191765,5.79656706020538,5.24928031817052,4.70964656249995,5.87921262296006,5.60259958646412,4.86536397223963,4.25735862877722,5.30538283772978,4.36708401468968,3.73441739988496,-1.72162696450517,6.46764713338492,6.39228338988507,5.11209169825482,5.82517867084119,7.43791448373113,5.07289156499333,4.83131263883498,5.19224097668423,5.22208860741079,5.59628511652813,6.02443358787768,3.96037176446734,4.59054360341602,5.09411602375317,4.9216009961465,6.07757575539043,5.25413644678076,4.87266796406949,2.46245628897171,0.145899685176033,5.75253624606468,0.0518983720680862,4.37956222900358,4.53549528268805,3.74856820680278,4.60374292534746,4.39885713698895,3.77905670584798,3.28820421156541,2.01885754056005,3.94389291406997,5.34908848316415,5.86171573063633,5.61794640599017,6.50841718984145,5.69390103456838,5.2798982936093,3.16185986671046,5.68039958007735,5.12084373105866,5.37102085976076,5.81824229045101,4.90742404801701,4.91305742366513,5.32884071375744,5.39530216904629,5.70120577504911,5.27963486186782,5.20785971861048,5.13715811033162,5.65043695075774,5.36628633216027,5.24104656652449,4.13332989611391,5.57839099508344,3.79066213566847,5.5618106365879
"ENSG00000100982",5.45796106948459,5.76870695034159,5.08429616069779,6.19784265823974,6.60135802373758,5.76759391170923,5.71993024547825,4.98514923299406,6.13886537712449,6.05644593485123,6.18385547269923,4.63501721993631,5.51868870882952,5.01984002189597,5.24297916734818,6.13319616856794,6.77576617499002,6.12629657840647,1.82601144019169,7.13766182038356,4.83131263883498,6.39928543368724,3.84357698415706,5.26507920805276,3.21707866582008,5.62263999135594,4.43547420692319,7.28479958536227,6.56780112638953,6.17050869411709,6.74682357420987,6.50716992559196,5.89784243364236,4.66946164123305,5.88529145491645,4.80678587423155,5.35753592267359,3.6874983761331,6.00776054634218,6.27069879826592,5.36409171882828,5.73511335826038,5.89963892364776,4.98233166453493,5.67234700838066,7.11833513991329,6.56377570985433,5.49906901013825,6.09893921590451,6.05782321812037,6.33860024965164,6.28524228221574,6.06663305070882,6.62673466078862,6.27893066773304,6.28733269348676,5.88972204628355,5.33488408860662,5.49157021379555,7.17435172188375,5.9487591940939,6.44835410056474,6.32048857372139,6.00681250850553,6.24767778125733,5.49703492351514,6.06182200434441,7.25986230204284,6.10226498640519,7.15464261211623,6.14928873522784
"ENSG00000100983",4.15599371632812,6.3682668272757,3.77309447240348,4.17461035200202,5.15676817938098,5.37882206712419,-2.28569430371562,3.58496969244233,6.11550138405898,4.92335770158929,6.28954628967907,3.96182753620342,5.16935445660151,-1.72162696450517,0.0650613751523331,0.202458831005054,5.31313921719292,5.56000535425106,5.04102433116254,2.26553664293572,0.583385125391399,6.03230006381454,4.63207287896335,5.10789587550203,4.62771098597892,4.59306687597259,4.47583194453933,4.84001474268938,-0.43595100847158,6.30198339571761,6.01872443928221,4.90998112253755,3.64688086010914,4.78975587495076,4.5869501803467,5.33730059093033,4.1931491047727,4.02853529396817,5.5776836475992,4.26270600751239,5.67896505618169,4.49275252069134,4.64184116618012,3.39736916381378,3.12944856722605,3.7429094965333,5.94726136889237,6.52971922297844,5.65148023893329,6.30101281255729,5.95617170061964,5.68043497009772,5.24508968577225,5.93343530148241,4.80379144496463,5.71514879748691,4.73309386745469,4.71911554110429,6.01317937727243,5.64868640484637,5.27427459718901,5.93171155844752,4.712534430374,5.83119231020025,6.29577206945838,4.80114527235185,5.48826426689551,6.64710134897811,5.31104359637856,4.93553576505542,5.69174094063304
"ENSG00000100994",9.12994844811194,8.65358628720829,9.00262542904115,9.02741343204824,8.95247458615249,8.24855104217658,7.09584864746896,9.14858795841229,8.72479321414187,9.12063635327213,8.6529123387617,7.7994980826885,8.45728816416538,2.18526363110334,8.9833283342449,9.41434712555106,10.5383564529569,10.6518683842142,6.0883300459409,9.74011174783356,4.67084796664174,8.82249686441179,6.2862189448305,4.83444485372289,5.37522649948604,8.43476612914175,6.90140237258606,7.76178957538388,7.46893445124656,6.81341159613877,7.24741684897439,6.21585852937708,8.71210848288476,7.11168396983812,8.47289383751031,6.65181121425521,7.79049532994969,6.81403078206204,7.83963778753385,8.20756445331993,8.03444571078008,6.88339336566272,6.49331864147003,7.40428857775357,7.60908947409098,10.5303767881462,8.01386251165093,8.76597049287527,9.17020904125435,9.2423896867096,9.29331603563818,9.63656372044073,9.44741376089664,8.52980256547582,9.45307584154784,8.98816729189332,9.41457408115396,9.78721718272067,9.8259477955164,8.72987044471243,9.19005506712923,8.44231012423075,8.99302572218272,9.57549276966575,8.55979158631774,8.47406681210671,8.03679798066194,9.91701935587095,9.99578171993033,10.0690134279963,9.49366197664001
"ENSG00000101017",3.86403770119181,5.59204180266227,6.23737549070217,4.67600813608405,6.4536388166767,4.75618914843698,-2.28569430371562,4.57309559215404,4.06150649441825,6.25254161247945,3.76995979780993,4.24422726690415,3.93372620810837,-1.72162696450517,5.50468451270945,6.35220595050974,5.4686567948142,4.75585761033729,7.1667093390989,5.01277057255575,5.22724131516612,5.53889150098282,4.3659980188095,3.54354365445616,5.49615128174564,3.25827663014818,3.89583569671152,5.42853506282372,5.1589955808222,5.61567165107361,4.02816413516851,6.31655252899655,4.61773451444962,4.23336252642637,5.35477673821767,3.9587889676766,5.21781115900697,2.58796270258219,4.53382935800977,4.9996716016786,4.53010167026721,4.08939682646013,4.08790556107958,4.08924686845144,4.20220490966136,4.82091200853458,5.87316575137986,3.27962387285214,4.42234623971778,5.32085762395416,3.19602573635428,4.47920069210217,5.20833113576213,3.88792064223004,3.37610973643356,4.99839642421021,4.23169608337267,6.03896632095904,4.62030352791775,5.3483811216588,4.66522647794355,2.86820861614136,4.44601945580524,-2.44027071770413,5.31923104228237,4.91467421798227,5.57639517717417,4.52411984914607,4.40307273487091,4.14870965636249,5.16429089856709
"ENSG00000101040",4.99908766135567,4.57536306151564,5.93707020751461,4.82668704858172,5.01639552301643,5.59908818735225,4.4824900210613,6.30169078133437,5.16754813182857,5.26694467760642,5.67075019388204,6.13607846304853,5.12927701722617,1.97881275363592,3.29772213194261,4.28992167225539,5.82183582368601,5.99945092812728,6.22485690596795,5.13060706284961,5.22724131516612,4.5248163157711,4.50516076648113,4.88377256608646,3.83680658470191,5.65571181296159,5.83895467477963,2.15551656841731,5.96208006550157,4.88129617437311,3.2911985410023,3.71996470315577,6.20269701517078,5.63775278150571,5.68127756289485,6.28071706256397,6.20553282922854,5.7578877040245,5.96876641472632,5.73663719584481,5.93727705177308,6.0300182793812,5.89963892364776,5.25151829735032,5.68932008698437,6.16394573643359,3.46508101274279,4.45412160408428,4.83145890503952,4.92409885839363,5.28945260032255,6.35199808904228,5.52466376775597,5.27022135509689,5.16300055593145,4.92109069804276,3.45676263900744,4.3683587931577,5.02651717680959,4.83890882052191,5.43674929414612,6.11309567526489,5.13191086537718,6.08720628835627,4.96989679005435,4.65941716274019,5.93420780776006,4.25618664389944,4.93856655932776,5.74420282457581,5.08241389151268
"ENSG00000101052",4.57378182662299,3.90398580897701,4.06260108959847,5.00585589426765,5.44974490057221,5.57332509128717,-2.28569430371562,6.45836337606277,4.58825438119411,4.47148343413007,3.19409950419603,0.33733667129563,4.33708190233958,-0.136664463784018,6.45393971396432,0.202458831005054,4.52037183135836,4.75585761033729,-2.56630598258707,4.31616271600569,2.16834762611255,-1.14760902620039,4.90770732157677,5.62557942332217,4.36732130140069,4.46831184496465,5.26746640847517,3.95302370451857,5.55651531884301,4.24026761123119,5.67852911111131,5.35989366309485,5.26981121102932,2.95325460723364,1.69942490960511,2.85925329412569,4.69272011426322,5.39531762463979,5.2052066105484,4.60374292534746,3.1764647156525,3.22266335732359,5.40368142898535,2.50428436773029,5.3482831691493,-1.74894359979637,4.09311223535583,3.27962387285214,3.84916090677298,5.82196607335668,5.41696602365681,4.97248250260198,3.81484977984973,5.09970496400051,3.63575355306658,2.79676256304056,1.87180013828628,4.25838595113257,5.63779095464659,6.13687701646509,5.04709711328719,1.92479214450773,4.64127574720418,-2.44027071770413,5.69893546844893,5.17119531685739,3.92584433482544,3.59567311017111,4.23112005208161,3.74943947294196,3.65680715052365
"ENSG00000101079",5.27738882384277,4.80254054541746,5.20803152912003,6.26976758504236,5.9572824293482,5.79013648036031,4.72553295170763,4.36847787254557,5.77132048232449,6.34595255204621,4.84988334210688,3.96182753620342,6.01295289925894,4.386897492273,1.44357299840606,6.39228338988507,5.77150414813586,6.16058005400683,7.13239868418328,5.72496826157302,2.90531322027876,5.08120966429549,5.28138579109456,4.09747925955669,0.181454756089356,5.24203598914097,4.47583194453933,3.59608915980329,5.07711857376779,5.24530320112849,2.54022608884222,4.51727995323681,3.95722098072129,0.145899685176033,3.90105877077476,3.75233809020918,4.94987795376034,3.48104749866568,5.43238409445022,5.51231989758387,4.53010167026721,3.22266335732359,4.80010325009685,4.82621246261765,4.8713804142856,5.65193583648581,4.65835650146248,5.36950937636934,7.01124515499811,4.67552250525353,5.67198745991406,4.82120456375419,5.62569368798722,6.30064427567064,6.18925862226614,5.31277771004422,5.90154748168034,5.53681240738335,6.46895191113353,5.94521772266825,4.57502866897197,6.40922776927492,4.9374078412142,4.21794076504767,7.0974848449392,5.67331160439857,5.86590179436916,7.19222358516747,6.31535658924964,5.82579035907207,6.72247406817264
"ENSG00000101082",8.17173858716284,8.67852886095969,9.19935922710558,7.7580106489529,7.96957238097067,8.05735868315754,7.48083460488324,6.49658269829326,7.41487763695649,10.1645697876669,7.07535778777481,7.76080279264505,9.47837910425322,7.20021397256932,7.00287654395575,8.11534816723502,7.82800559092621,8.71846896440254,9.51351210262529,8.72262432110472,6.81220381588728,7.4560173187858,6.89194000571846,7.23925322068485,5.79616460020456,7.27300496729874,7.85721079968922,7.89890843174295,7.19583234900257,7.97445612072683,6.67652953346496,5.41284254304381,6.26041251302707,6.71575529350698,8.0674947861372,7.21176970884648,7.72318539499027,8.05207080842896,7.93038128644343,9.0504634922352,8.50239474109736,8.93124012490302,6.42205995830021,7.75762537736024,7.99085639304056,7.87127622571112,7.50794571921456,9.61845574228527,9.01419043340973,7.63011652619864,7.91741380109264,8.96060165846336,9.75278461314366,8.73480392847428,8.84428917372763,9.17180199438748,8.27438589651887,8.31011984861328,8.94633102287863,9.29447779952681,8.88995903773451,8.26464214739235,8.26379099380819,7.80646988078902,9.54411444848092,8.06891759719231,8.2661084887222,8.06983697248852,7.28269040032932,7.57902434238303,7.84080733717769
"ENSG00000101109",8.07749400682099,8.65093549171584,8.31970316522256,8.08648866231359,7.6815758068703,7.90044274227709,9.27797865611189,8.597479750781,8.21641039901859,7.55406074737641,8.42979766707681,7.81576925186298,8.15195740636697,0.600301130382188,8.55931696169731,8.38733417391334,8.88730966116329,9.07815941201106,7.08653899041491,8.20301555837766,7.96708941786545,8.53362938557741,8.71237148430749,8.41626764691348,8.95162307619279,8.08473025633896,7.85911912674113,7.9142156845308,8.75304985924082,9.18924739149296,8.71259261234446,8.23620021922272,8.31817423259072,8.03464293407429,8.50420128756094,8.25646951631729,8.32101004664847,8.70244871759908,8.04728891052882,8.46955757795306,8.53401672027059,8.10386730926846,7.5134562870411,7.94010342914563,8.01798189323694,8.02748943264836,8.30274202349076,7.44725706278646,7.92832044429211,7.89659317199373,8.41751074521922,8.89495591441501,8.21876449209585,7.59214944998425,8.15043280251423,8.14017038533837,8.90815693857932,7.45348402378445,8.31712973123074,8.11776819351739,8.2392178608437,8.12672754085266,8.21247634668085,8.08622852143244,8.80105217007855,8.41327010405553,8.19132309929461,7.69946852254341,8.13801064769013,8.7183983730233,7.39589279656423
"ENSG00000101150",4.59017626487366,4.85875655498401,4.57279582191765,3.11727717693607,2.56221962983063,2.23834084357436,5.21415158336758,2.78351537182441,-1.82113655494359,4.53633457848004,4.40869355497207,2.45281388871557,0.564492398442648,4.84822864382577,-2.25686671973503,4.45038634444864,3.92521356353131,4.80002519361286,6.06668921455589,3.54564456212846,5.44136612051897,2.3118225924369,2.81710477279587,4.01132261580697,5.11691450389465,2.23658155904886,4.19074061783234,3.31778799731619,5.19825501126943,3.65025188278375,3.52252408710876,3.97597868131179,4.61773451444962,3.60533130381333,4.23547780984532,3.9587889676766,3.24205870525365,3.6874983761331,5.11284259239974,3.62883390631029,5.13582273115516,4.08939682646013,4.08790556107958,3.78439228692302,2.17835816770699,3.53645861906588,3.20002743927234,4.45412160408428,2.19204862029599,4.43451440574973,4.14431069981012,3.87108047039376,4.19899327118279,4.91842273062739,3.10900566629072,3.36235973889478,4.53476515100871,3.32809492294398,4.8173403749773,4.61934244326422,4.66522647794355,4.45317111686252,5.28000950436632,4.75940162713224,5.22301572702306,4.04150424021775,4.47685950362326,4.61875672328415,4.30237873525143,5.12473079342805,4.75256613332908
"ENSG00000101158",6.10271029242982,7.6044255271181,6.11623905320054,7.41759881563406,6.93238391037084,6.09179218022142,5.69729927097869,7.71357681570387,7.73919627926885,6.8262014641351,7.34116039728661,5.8291897676253,6.54177232194256,6.82140485575006,4.8411653632255,5.33174184795002,5.97795502560329,7.01671012847288,6.93553120231523,4.10203791065284,2.16834762611255,5.74720873710755,4.8566331369825,5.20812332324068,2.38308861725901,7.27300496729874,6.07399998405975,7.20821399150697,6.90092742788175,6.4489027359605,7.00763282475266,6.74942616622769,7.25569010278466,6.07663702273892,6.87734270180096,5.18118138901305,6.41198370669596,6.4099644006042,7.07356260473793,6.4361888283679,7.31942266949455,6.12388520284542,6.39750285405623,6.3834299728559,6.86018220768074,7.23119597784279,6.4663415589487,6.52971922297844,6.08406593942298,7.27886353528954,7.40273058707135,6.94446812643238,6.37928995669754,6.29600538086712,6.37864745923546,7.03248962287862,6.53096358084886,7.35339121755973,7.48030538769973,7.26556823944228,6.92156623120333,7.42156911947669,6.45123716507626,7.12768535771134,5.9797445760107,6.47868978025851,5.79420032901497,7.08856002599388,6.80692255351729,7.37393033784975,6.57309644413442
"ENSG00000101161",4.36097545411574,5.29884542631822,5.12673142701818,5.00585589426765,5.07823477683429,4.20517397963916,-2.28569430371562,6.1580580928752,-0.236174054222437,5.3414228935657,0.925610668270129,1.92229917201679,5.16935445660151,5.85580186353057,6.76827284254348,0.202458831005054,4.09854516641688,4.78545239252558,-2.56630598258707,4.66763508650707,0.583385125391399,2.93985381504995,4.57001191083109,4.39834573891622,4.93634225825282,5.8891549659247,5.94338128097931,4.47744466330467,5.57154352807534,4.09162352987606,5.57927886540599,5.96124213805489,5.02539248336287,5.35535305080498,5.85323024568415,5.26135173769704,4.0900556118086,6.00942647102047,6.15398128719322,5.24658634214912,5.67896505618169,5.98069056701763,6.87761261731776,5.47828915919734,5.06588343844858,3.97897685476683,4.01256880804528,3.00832185103475,-1.5083910978451,3.09056000453237,4.94714542483035,4.32413129560934,3.14166009611684,4.9304452588766,3.79621822525983,4.45668712144294,4.53476515100871,5.2936614258801,3.35021436455,4.45188569741266,4.75011537553006,5.65898065400336,4.64127574720418,-2.44027071770413,3.9093552481193,4.81792098510268,5.99942546720655,3.99902880440232,4.49719491223546,5.38910786575325,2.07184464980249
"ENSG00000101162",11.8116405042304,11.8628428017134,12.0466310831886,11.9528155143474,12.1298715477494,11.5394212762944,11.7970368886931,12.4244316532715,11.9032707121587,12.3262443660782,12.3203169420468,12.4981535209692,12.7274081719474,9.8562738723818,11.6536823261967,11.8476669137797,12.3522811783789,12.2516505159105,11.0938013622004,12.5837566298488,10.2575773935371,11.9075039097951,9.69475814717929,9.87121573187832,9.59972904996989,11.4842933423925,11.1998988187354,11.5368535086004,11.2383884058868,11.1243633967262,11.3492294914154,10.7874121176724,11.7315829681211,11.3449585088291,11.6804212793357,10.5939629143515,11.7202215979913,11.1884066307466,11.3159984376375,11.8205313214691,11.7442095773876,11.4708700030194,10.1224996764413,11.3185234846902,12.3865925260468,12.2703865025937,10.885644918028,12.245820297223,12.6686390592773,12.3935796368697,12.3882490802688,12.165478164655,12.8214730136997,11.9614900654825,11.9080951681657,12.3098584715916,12.207116048591,11.8827561681806,12.572938249424,11.8149758855722,11.9132498610779,12.0911483848782,11.6230417113584,12.2016116878702,11.8392476690894,12.0222376882745,11.9136040900015,12.0133895410083,11.4849226666844,11.8363641242377,11.4528785791803
"ENSG00000101166",4.81605767228999,4.19349242617199,3.2661344836836,3.19322603016937,4.63260895772202,4.75618914843698,1.41474541442547,5.07208486976535,4.71802225616444,4.50427336924774,3.13860439160433,4.30696302225211,4.10881291466646,-1.72162696450517,5.37975790080862,4.45038634444864,1.17797963391128,5.26668838148123,5.5158430587668,3.54564456212846,3.75331012683371,3.89678509315806,4.25204182951241,1.68939452091961,3.14492888006424,4.85752335687558,4.77973863178865,-0.651838353640295,-2.02091350919274,0.539827893090101,0.352599085666448,3.055831989001,4.73094512489762,4.05279028078455,4.5869501803467,3.2218233735104,3.72748553242389,3.24003939916188,5.18266404189731,2.67774350679124,4.25446722765378,3.52751793885201,5.21981723658516,3.39736916381378,3.40075058904344,3.46050976583258,3.65393783019548,3.57660561060927,1.66153390359721,2.759354096057,3.48922211269832,3.11531728077343,3.71356644401255,3.58741153097759,3.88457409968068,3.51045837788392,4.78508850509295,2.80962783400973,3.70015683560696,4.04422772849942,3.8172295713886,4.15508976392952,4.26823233658996,1.26016900043697,4.06547445003658,3.68707350564306,3.54397369948179,3.03379422256299,3.28489130852259,-2.35908498383621,2.07184464980249
"ENSG00000101182",7.46575643023855,7.82270183998232,7.33561958400488,7.41363536522672,6.89850301769506,7.41915416115941,8.00086345789233,7.26710085217049,7.32097050235896,7.33460162770968,6.09917424677579,7.36339896788183,6.84371604237577,7.86521282345665,7.84248109066816,7.097276594313,6.80107726351921,7.23620310761341,7.93054779480097,6.40069622621736,8.37128768478283,7.29947420000926,8.14835349565971,8.17259018425174,8.08954709690763,7.08851984360035,7.47955823599761,6.49451817666361,7.62474492321597,7.4993030057107,7.35385088187591,7.99708279341652,7.56907870850551,7.89409253476549,7.53231492376985,7.94064162096635,7.09671934208961,7.48796691260547,7.88572287429642,7.27467864917847,7.06182214971138,7.51457888314452,8.25612424057149,7.41802863437987,7.16931302810399,5.66890891508953,7.94138111760032,7.44725706278646,6.12823352269854,6.83582492191706,7.17169208733291,6.88675262857609,7.32237568668807,7.62396113534442,7.10441352965742,6.7786152163303,7.06030656547032,6.99034342458096,7.04192367758656,7.39818467757942,7.39122095428875,7.62309611830483,6.87277037564788,7.51247052948236,7.90677670401752,7.21142924166006,7.0807801620483,6.92224756991483,7.00682408773132,6.19166180154703,6.84546871454755
"ENSG00000101193",1.98055170991824,1.4710264017009,4.06260108959847,2.43138576736413,3.6462838946191,3.17122664771582,-0.700731802994467,2.9396345737417,1.6382950636937,3.15782295522631,3.02076790131047,0.33733667129563,3.73441739988496,4.84822864382577,4.48460026666612,1.78742133172621,2.2775153074622,2.44880279193145,-2.56630598258707,4.10203791065284,2.90531322027876,3.89678509315806,3.99295460819528,3.48080789910819,1.02945166264431,2.40164080531936,3.83508166563243,5.19782737327527,3.40535124550936,4.09162352987606,4.21609708576159,4.02214886274472,3.95722098072129,4.23336252642637,3.76981423749651,4.13936121331843,4.37956222900358,3.6874983761331,3.05196035025272,3.0187804246263,2.32846780909755,4.17959463543171,3.5777108287604,4.08924686845144,3.55686979096072,4.69399989605236,4.1061095758847,3.70492970758481,2.39849949776342,2.05308529911371,3.3500593650267,1.82843613298527,3.60463207245939,3.32133667082374,3.63575355306658,3.19730049262429,3.00930366203622,3.57745439188069,2.07010644535727,3.07337407415893,4.10195904832171,3.77894127804427,2.9813511888018,-2.44027071770413,4.66271528053618,3.61211144796184,2.40647017573186,4.06774155448633,3.13679266953346,3.61819493966371,3.53897066022979
"ENSG00000101236",5.60235097881977,4.64095140314321,5.39324640158694,6.16048924375737,6.22670247019531,5.76759391170923,7.70724403245019,6.18950773150025,5.85834354456185,5.08382237378253,6.01692583501608,5.91224550735286,6.03481233322268,7.17015673871314,4.98153801959005,6.0353488451698,5.8052529394904,5.88791442618916,4.12019454459615,5.52427091133589,6.25581046736289,6.2702434886855,6.90456761404621,6.73378864027806,5.3593725482852,5.39675858393961,4.76352840460739,5.62738529029283,7.39904666865515,5.91011900953886,5.50910357134644,5.60711136346587,5.66123615308621,4.78975587495076,4.86934991104743,5.33730059093033,5.16805812380987,6.12045778340921,5.06434407470855,6.10176978929734,5.43280446891229,5.32502507495327,3.7427700750309,4.98233166453493,6.13565371675275,6.06483759142067,6.44348147613662,6.17824685247706,5.89248833843708,5.5667090181146,6.06029908716453,5.99515157795169,5.44790656877193,5.6062705582289,6.2680217685661,6.2027549227164,6.38697430885058,5.40107436830108,5.7915311886277,5.41820257115637,6.45793462403675,5.87540411754556,6.09904623147156,2.68901229924084,6.23128334300666,6.0521777417322,6.15063127130227,7.39302085887333,7.27385303707014,7.16643582525886,7.22517314071411
